Time,NL_563_01_RH61[°C],NL_563_01_RH61[%],NL_563_01_RH61[°C],NL_563_01_RH61[%],NL_563_01_RH90[°C],NL_563_01_RH90[%],NL_563_01_RT61[°C],NL_563_01_RT61[°C],NL_563_01_RT91[°C],NL_563_01_RT91[°C],NL_563_01_RT61[°C],NL_563_01_RT61[°C],NL_563_01_RT91[°C],NL_563_01_RT91[°C],NL_563_01_RR61,NL_563_01_RR61,NL_563_01_RR91,NL_563_01_RR91,NL_563_01_RR61,NL_563_01_RR61,NL_563_01_RR91,NL_563_01_RR91,NL_360_01_Term,NL_360_01_Term,NL_Radiator_Te,NL_433_01_Cons[kWh],NL_433_01_Effe,NL_433_09_Cons[kWh],NL_433_09_Effe[kW],NL_434_01_Q15_[kWh],NL_434_01_Q15_[kW],NL_434_01_Q01_[kWh],NL_434_01_Q01_[kW],NL_563_01_RHLa[°C],NL_563_01_RHLa[%],NL_563_01_RHLa[ppm],RH61054_T_PV[°C],RH61054_RH_PV[%],RHLager2_T_PV[°C],RHLager2_RH_PV[%],RHLager2_CO2_P[ppm],RHLager3_T_PV[°C],RHLager3_RH_PV[%],RHLager3_CO2_P[ppm],RR61054_1_flux,RR61054_2_flux,RR91054_1_flux,RR91054_2_flux,RT61054_1_PV,RT61054_2_PV,RT91054_1_PV,RT91054_2_PV,RR61054_1_PV,RR61054_2_PV,RR91054_1_PV,RR91054_2_PV,NL_Radiator_Te
2018-04-03 00:00:01,22.70,17.95,19.38,22.91,-3.31,97.79,23.80,23.80,-0.50,0.00,25.10,25.30,3.10,4.10,6.61,6.35,-14.62,-13.91,0.52,0.11,-20.34,-23.22,14172.00,1.30,23160.00,1382.60,0.96,601.90,0.15,1142.30,0.06,88.70,0.09,9.83,40.29,393.65,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:01:00,22.70,17.95,19.38,22.91,-3.31,97.79,23.90,23.90,-0.50,0.00,25.10,25.40,3.10,4.10,6.40,6.13,-14.72,-13.50,0.52,0.11,-18.91,-20.97,14172.00,1.29,23160.00,1382.70,0.96,601.90,0.20,1142.30,0.06,88.70,0.09,9.83,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:02:00,22.70,17.95,19.38,22.88,-3.33,97.50,23.80,23.80,-0.50,0.00,25.20,25.30,2.80,3.80,6.61,6.56,-13.70,-13.50,0.63,0.11,-19.83,-23.43,14172.00,1.29,23160.00,1382.70,0.96,601.90,0.19,1142.30,0.06,88.70,0.09,9.85,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:03:00,22.70,17.95,19.38,22.91,-3.31,97.08,23.90,23.80,-0.50,0.00,25.10,25.40,2.80,3.80,6.82,6.45,-14.00,-13.20,0.63,0.11,-19.22,-22.20,14172.00,1.29,23160.00,1382.70,0.96,601.90,0.19,1142.30,0.05,88.70,0.09,9.85,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:04:00,22.70,17.95,19.38,22.91,-3.33,96.74,23.90,23.80,-0.60,0.00,25.10,25.40,2.90,3.90,6.61,6.45,-14.72,-13.30,0.84,0.32,-19.01,-21.18,14172.00,1.29,23160.00,1382.70,0.96,601.90,0.21,1142.30,0.06,88.70,0.09,9.83,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:05:00,22.70,17.95,19.38,22.91,-3.36,96.47,23.70,23.70,-0.70,-0.10,25.10,25.20,2.90,3.90,6.71,6.66,-14.00,-13.20,0.73,0.21,-19.93,-21.99,14172.00,1.29,23160.00,1382.70,0.96,601.90,0.19,1142.30,0.05,88.70,0.09,9.85,40.29,393.65,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:06:00,22.70,17.95,19.38,22.91,-3.38,96.52,23.80,23.80,-0.60,0.00,25.10,25.30,3.00,4.00,6.71,6.35,-14.21,-13.71,0.84,0.00,-19.12,-24.04,14172.00,1.29,23160.00,1382.70,0.96,602.00,0.19,1142.30,0.06,88.70,0.09,9.83,40.29,393.65,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:07:00,22.69,17.95,19.38,22.91,-3.41,96.74,23.80,23.80,-0.50,0.00,25.10,25.30,2.90,3.90,6.29,6.45,-13.70,-12.89,0.73,0.11,-19.32,-20.87,14172.00,1.29,23160.00,1382.70,0.97,602.00,0.19,1142.30,0.06,88.70,0.09,9.85,40.29,396.09,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:08:00,22.70,17.95,19.38,22.91,-3.33,96.72,23.80,23.80,-0.60,0.00,25.10,25.30,3.00,3.90,6.61,6.35,-14.72,-13.71,1.05,0.21,-17.89,-19.13,14172.00,1.29,23160.00,1382.80,0.97,602.00,0.19,1142.30,0.06,88.70,0.09,9.83,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:09:00,22.70,17.97,19.49,22.88,-3.36,97.01,23.90,23.80,-0.50,0.00,25.10,25.30,3.00,4.00,6.50,6.45,-14.72,-14.02,0.94,0.32,-17.07,-18.93,14172.00,1.29,23160.00,1382.80,0.98,602.00,0.19,1142.30,0.06,88.70,0.09,9.85,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:10:00,22.70,17.95,19.38,22.91,-3.33,97.11,23.80,23.80,-0.50,0.00,25.10,25.30,2.90,4.00,6.29,6.66,-14.11,-13.71,0.63,0.11,-19.73,-20.66,14172.00,1.29,23160.00,1382.80,0.98,602.00,0.15,1142.30,0.06,88.70,0.09,9.85,40.34,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:11:00,22.70,17.95,19.38,22.91,-3.33,97.25,23.80,23.80,-0.50,0.00,25.10,25.30,2.70,3.70,6.29,6.56,-13.80,-13.09,0.63,0.11,-20.65,-20.56,14172.00,1.29,23160.00,1382.80,0.98,602.00,0.15,1142.30,0.06,88.70,0.09,9.85,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:12:00,22.70,17.95,19.27,22.91,-3.33,97.62,23.80,23.80,-0.50,0.00,25.10,25.30,2.80,3.80,5.87,6.24,-14.92,-14.73,1.05,0.21,-18.30,-19.64,14172.00,1.29,23160.00,1382.80,0.97,602.00,0.15,1142.30,0.06,88.70,0.09,9.85,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:13:00,22.70,17.95,19.27,22.91,-3.33,98.08,23.80,23.80,-0.50,0.00,25.10,25.20,2.70,3.80,6.29,6.35,-15.23,-14.12,0.63,0.53,-20.44,-22.10,14172.00,1.29,23160.00,1382.80,0.97,602.00,0.66,1142.30,0.06,88.70,0.09,10.09,40.66,408.30,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:14:00,22.70,17.95,19.27,22.91,-3.36,98.13,23.80,23.80,-0.50,0.00,25.10,25.30,2.90,3.90,6.40,6.66,-14.72,-14.02,0.84,0.32,-19.01,-19.64,14172.00,1.29,23160.00,1382.90,0.97,602.00,2.49,1142.30,0.05,88.70,0.09,9.83,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:15:00,22.70,17.97,19.27,22.91,-3.36,97.99,23.80,23.80,-0.50,0.00,25.10,25.30,2.90,3.90,6.82,6.35,-14.00,-13.20,0.63,0.11,-17.38,-19.13,14172.00,1.29,23160.00,1382.90,0.98,602.00,0.15,1142.30,0.06,88.70,0.09,9.85,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:16:00,22.69,17.95,19.27,22.91,-3.41,97.91,23.80,23.80,-0.50,0.00,25.10,25.30,3.00,4.00,6.29,6.35,-14.00,-13.20,0.84,0.21,-16.66,-18.31,14172.00,1.29,23160.00,1382.90,0.98,602.00,0.15,1142.30,0.06,88.70,0.09,9.83,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:17:00,22.69,17.97,19.27,22.91,-3.38,98.35,23.80,23.80,-0.50,0.00,25.10,25.40,3.10,4.20,5.98,6.35,-15.23,-14.32,0.63,0.42,-16.25,-16.57,14172.00,1.29,23160.00,1382.90,0.99,602.00,0.15,1142.30,0.06,88.70,0.09,10.49,41.64,423.93,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:18:00,22.70,17.95,19.27,22.91,-3.33,98.62,23.80,23.80,-0.50,0.00,25.10,25.30,3.00,4.10,6.61,6.35,-14.11,-13.50,0.84,0.32,-19.12,-19.33,14172.00,1.29,23160.00,1382.90,0.98,602.00,0.15,1142.30,0.06,88.80,0.09,9.83,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:19:00,22.70,17.95,19.27,23.91,-3.33,98.40,23.80,23.80,-0.50,0.00,25.10,25.30,3.10,4.20,6.71,6.66,-14.31,-13.81,1.05,0.32,-16.66,-17.60,14172.00,1.29,23160.00,1382.90,0.97,602.00,0.15,1142.30,0.05,88.80,0.09,9.85,40.29,396.09,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:20:00,22.70,17.95,19.27,22.91,-3.36,98.77,23.80,23.80,-0.50,0.00,25.10,25.30,2.90,3.90,6.50,6.35,-14.52,-13.50,0.73,0.21,-18.71,-21.89,14172.00,1.29,23160.00,1383.00,0.97,602.00,0.16,1142.30,0.05,88.80,0.09,9.85,40.29,393.65,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:21:00,22.70,17.97,19.27,23.91,-3.36,99.26,23.80,23.80,-0.50,0.00,25.10,25.30,2.90,3.90,6.61,6.45,-14.72,-13.71,0.84,0.63,-15.95,-17.90,14172.00,1.29,23160.00,1383.00,0.95,602.00,0.16,1142.30,0.06,88.80,0.09,9.83,40.29,397.56,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:22:00,22.59,17.95,19.27,22.91,-3.31,99.35,23.70,23.70,-0.50,0.00,25.20,25.40,2.90,3.80,6.82,6.45,-13.60,-13.20,0.94,0.21,-16.46,-19.85,14172.00,1.29,23160.00,1383.00,0.96,602.00,0.17,1142.30,0.06,88.80,0.09,9.74,40.29,397.56,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:23:00,22.69,17.97,19.27,22.88,-3.33,99.16,23.70,23.70,-0.60,0.00,25.00,25.20,2.80,3.80,6.19,6.56,-13.49,-13.30,0.52,0.42,-17.48,-19.33,14172.00,1.29,23160.00,1383.00,0.97,602.00,0.15,1142.30,0.06,88.80,0.09,9.73,40.34,397.56,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:24:00,22.70,17.95,19.27,22.91,-3.31,99.21,23.80,23.80,-0.50,0.00,25.10,25.30,3.00,4.00,6.29,6.56,-14.11,-13.61,0.94,0.32,-15.84,-18.11,14172.00,1.29,23160.00,1383.00,0.97,602.00,0.22,1142.30,0.06,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:25:00,22.69,17.95,19.27,23.91,-3.33,98.99,23.80,23.80,-0.50,0.00,25.10,25.30,3.00,4.00,6.61,6.35,-15.13,-14.22,0.94,0.53,-15.54,-17.08,14172.00,1.29,23160.00,1383.00,0.97,602.00,0.23,1142.30,0.06,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:26:00,22.59,17.97,19.27,23.91,-3.33,98.91,23.80,23.80,-0.50,0.00,25.10,25.30,3.10,4.20,7.34,6.45,-14.82,-14.02,0.84,0.21,-17.38,-18.41,14172.00,1.29,23160.00,1383.10,0.97,602.10,0.23,1142.30,0.06,88.80,0.09,9.74,40.29,397.07,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:27:00,22.59,17.95,19.27,22.91,-3.33,99.04,23.80,23.80,-0.50,0.00,25.10,25.30,3.20,4.30,6.29,6.45,-15.54,-14.83,0.84,0.53,-16.87,-18.41,14172.00,1.29,23160.00,1383.10,0.97,602.10,0.23,1142.30,0.06,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:28:00,22.59,17.95,19.27,23.91,-3.36,99.43,23.80,23.80,-0.50,0.00,25.10,25.30,3.20,4.40,6.40,6.45,-15.13,-14.53,1.05,0.21,-15.44,-16.88,14172.00,1.29,23160.00,1383.10,0.97,602.10,0.73,1142.30,0.06,88.80,0.09,9.74,40.34,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:29:00,22.59,17.95,19.27,22.88,-3.36,99.67,23.80,23.80,-0.50,0.00,25.10,25.30,3.30,4.50,6.29,6.35,-14.72,-13.81,0.84,0.42,-15.64,-16.68,14172.00,1.29,23160.00,1383.10,0.98,602.10,0.73,1142.30,0.06,88.80,0.09,9.73,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:30:00,22.70,17.97,19.27,23.91,-3.36,99.38,23.80,23.80,-0.50,0.00,25.10,25.30,3.30,4.60,6.08,6.35,-14.62,-13.91,0.63,0.42,-15.33,-16.78,14172.00,1.29,23160.00,1383.10,0.97,602.10,0.23,1142.30,0.05,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:31:00,22.59,17.95,19.27,23.91,-3.36,98.77,23.80,23.80,-0.50,0.00,25.10,25.30,3.40,4.60,6.61,6.66,-13.39,-13.20,0.63,0.32,-13.90,-16.27,14172.00,1.29,23160.00,1383.10,0.97,602.10,0.23,1142.30,0.06,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:32:00,22.59,17.95,19.27,22.88,-3.41,99.13,23.80,23.80,-0.50,0.00,25.10,25.30,3.50,4.70,6.71,6.45,-14.41,-13.91,0.84,0.63,-14.31,-16.37,14172.00,1.29,23160.00,1383.20,0.96,602.10,0.23,1142.30,0.06,88.80,0.09,9.74,40.29,396.09,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:33:00,22.59,17.95,19.27,23.91,-3.31,99.50,23.80,23.80,-0.50,0.00,25.10,25.30,3.50,4.70,6.29,6.66,-13.80,-13.71,1.36,0.32,-14.41,-16.88,14172.00,1.29,23160.00,1383.20,0.96,602.10,0.23,1142.30,0.06,88.80,0.09,9.73,40.34,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:34:00,22.59,17.95,19.27,23.91,-3.36,99.40,23.80,23.80,-0.50,0.00,25.10,25.30,3.50,4.70,6.40,6.45,-14.92,-14.02,0.63,0.11,-14.21,-15.75,14172.00,1.29,23160.00,1383.20,0.96,602.10,0.23,1142.30,0.06,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:35:00,22.59,17.97,19.18,23.91,-3.33,98.99,23.80,23.80,-0.50,0.00,25.10,25.30,3.50,4.60,6.61,6.66,-14.41,-14.22,1.05,0.53,-15.13,-17.90,14172.00,1.29,23160.00,1383.20,0.97,602.10,0.24,1142.30,0.06,88.80,0.09,9.74,40.34,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:36:00,22.59,17.95,19.18,23.91,-3.38,98.60,23.80,23.80,-0.50,0.00,25.10,25.30,3.40,4.50,6.40,6.45,-14.52,-14.32,1.15,0.53,-15.84,-16.98,14172.00,1.29,23160.00,1383.20,0.97,602.10,0.24,1142.30,0.06,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:37:00,22.59,17.95,19.17,23.91,-3.38,98.33,23.80,23.80,-0.60,0.00,25.10,25.30,3.40,4.60,6.71,6.13,-14.31,-14.83,1.05,0.21,-14.92,-17.60,14172.00,1.29,23160.00,1383.20,0.97,602.10,0.23,1142.30,0.06,88.80,0.09,10.23,41.32,416.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:38:00,22.59,17.95,19.18,23.91,-3.41,98.25,23.80,23.80,-0.60,0.00,25.10,25.30,3.40,4.60,6.71,6.45,-14.82,-14.42,0.84,0.53,-14.31,-16.47,14172.00,1.29,23160.00,1383.20,0.97,602.10,0.24,1142.30,0.06,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:39:00,22.59,17.95,19.18,22.91,-3.46,99.23,23.80,23.80,-0.50,0.00,25.10,25.20,3.40,4.50,6.08,6.45,-13.80,-12.99,1.05,0.11,-15.84,-17.08,14172.00,1.29,23160.00,1383.30,0.96,602.10,0.23,1142.30,0.05,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:40:00,22.59,17.95,19.17,23.93,-3.41,99.43,23.80,23.80,-0.50,0.00,25.00,25.20,3.40,4.50,6.61,6.66,-14.52,-14.12,0.84,0.21,-14.82,-16.78,14172.00,1.29,23160.00,1383.30,0.96,602.10,0.23,1142.30,0.06,88.80,0.09,9.74,40.29,397.56,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:41:00,22.59,17.95,19.17,23.91,-3.41,99.65,23.80,23.80,-0.50,0.00,25.10,25.20,3.30,4.50,6.82,6.66,-15.54,-15.04,0.84,0.42,-15.03,-16.57,14172.00,1.29,23160.00,1383.30,0.96,602.10,0.27,1142.30,0.06,88.80,0.09,9.74,40.29,397.56,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:42:00,22.59,17.95,19.18,23.93,-3.46,99.72,23.80,23.80,-0.50,0.00,25.10,25.20,3.40,4.50,6.40,6.24,-13.49,-12.89,0.94,0.32,-14.41,-15.86,14172.00,1.29,23160.00,1383.30,0.97,602.10,0.27,1142.30,0.06,88.80,0.09,9.73,40.29,397.56,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:43:00,22.59,17.97,19.18,23.91,-3.46,99.60,23.80,23.80,-0.50,0.00,25.20,25.30,3.50,4.70,6.61,6.35,-13.60,-12.48,0.94,0.32,-13.29,-15.75,14172.00,1.29,23160.00,1383.30,0.98,602.10,0.27,1142.30,0.06,88.80,0.09,9.74,40.34,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:44:00,22.59,17.95,19.18,23.91,-3.41,99.84,23.60,23.70,-0.50,0.00,25.00,25.10,3.30,4.40,7.13,6.56,-13.90,-13.30,0.63,0.42,-14.82,-16.27,14172.00,1.29,23160.00,1383.30,0.98,602.10,0.27,1142.30,0.06,88.80,0.09,9.74,40.34,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:45:00,22.59,17.95,19.18,23.91,-3.41,99.74,23.70,23.70,-0.50,0.00,25.00,25.20,3.40,4.50,6.71,6.24,-13.70,-12.79,0.73,0.53,-14.52,-16.37,14172.00,1.29,23160.00,1383.40,0.97,602.10,0.27,1142.30,0.06,88.80,0.09,9.74,40.29,396.09,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:46:00,22.59,17.95,19.18,23.91,-3.38,99.47,23.70,23.60,-0.60,-0.10,25.00,25.10,3.20,4.30,6.29,6.56,-12.98,-12.28,0.84,0.32,-15.13,-16.78,14172.00,1.29,23160.00,1383.40,0.96,602.10,0.77,1142.30,0.05,88.80,0.09,9.74,40.29,397.56,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:47:00,22.59,17.95,19.17,23.91,-3.46,99.43,23.80,23.70,-0.60,0.00,25.00,25.20,3.30,4.30,6.50,6.56,-12.78,-11.97,0.73,0.53,-15.54,-17.39,14172.00,1.29,23160.00,1383.40,0.97,602.20,0.77,1142.30,0.05,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:48:00,22.59,17.95,19.17,23.91,-3.46,99.28,23.80,23.70,-0.60,0.00,25.00,25.20,3.10,3.90,6.40,6.45,-12.78,-12.48,0.63,0.32,-17.89,-21.89,14172.00,1.29,23160.00,1383.40,0.97,602.20,0.27,1142.30,0.06,88.80,0.09,9.73,40.29,397.07,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:49:00,22.59,17.95,19.18,23.91,-3.41,98.89,23.80,23.70,-0.60,-0.10,25.00,25.20,2.80,3.60,6.61,6.56,-13.80,-12.58,1.15,0.63,-18.09,-22.20,14172.00,1.29,23160.00,1383.40,0.98,602.20,0.27,1142.30,0.06,88.80,0.09,9.74,40.34,396.09,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:50:00,22.59,17.97,19.18,23.91,-3.41,98.79,23.90,23.70,-0.70,-0.10,25.00,25.30,2.80,3.70,6.92,6.66,-13.19,-12.89,0.84,0.42,-17.99,-19.95,14172.00,1.29,23160.00,1383.40,0.96,602.20,0.25,1142.30,0.05,88.80,0.09,9.74,40.29,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
2018-04-03 00:51:00,22.59,17.97,19.18,23.91,-3.50,98.77,23.80,23.70,-0.70,-0.20,25.00,25.20,2.70,3.60,6.50,6.56,-13.49,-13.30,0.94,0.63,-16.46,-18.82,14172.00,1.29,23160.00,1383.50,0.97,602.20,0.23,1142.30,0.05,88.80,0.09,9.73,40.34,395.12,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,9.52
