Time,NL_563_01_RH61[°C],NL_563_01_RH61[%],NL_563_01_RH61[°C],NL_563_01_RH61[%],NL_563_01_RH90[°C],NL_563_01_RH90[%],NL_563_01_RT61[°C],NL_563_01_RT61[°C],NL_563_01_RT91[°C],NL_563_01_RT91[°C],NL_563_01_RT61[°C],NL_563_01_RT61[°C],NL_563_01_RT91[°C],NL_563_01_RT91[°C],NL_563_01_RR61,NL_563_01_RR61,NL_563_01_RR91,NL_563_01_RR91,NL_563_01_RR61,NL_563_01_RR61,NL_563_01_RR91,NL_563_01_RR91,NL_360_01_Term,NL_360_01_Term,NL_Radiator_Te,NL_433_01_Cons[kWh],NL_433_01_Effe,NL_433_09_Cons[kWh],NL_433_09_Effe[kW],NL_434_01_Q15_[kWh],NL_434_01_Q15_[kW],NL_434_01_Q01_[kWh],NL_434_01_Q01_[kW],NL_563_01_RHLa[°C],NL_563_01_RHLa[%],NL_563_01_RHLa[ppm],RH61054_T_PV[°C],RH61054_RH_PV[%],RHLager2_T_PV[°C],RHLager2_RH_PV[%],RHLager2_CO2_P[ppm],RHLager3_T_PV[°C],RHLager3_RH_PV[%],RHLager3_CO2_P[ppm],RR61054_1_flux,RR61054_2_flux,RR91054_1_flux,RR91054_2_flux,RT61054_1_PV,RT61054_2_PV,RT91054_1_PV,RT91054_2_PV,RR61054_1_PV,RR61054_2_PV,RR91054_1_PV,RR91054_2_PV,NL_Radiator_Te
2018-04-02 00:27:00,22.89,20.90,19.38,23.91,-1.94,54.79,24.10,24.10,0.80,1.40,25.40,25.60,4.40,5.70,6.29,5.92,-14.52,-14.22,0.10,-0.21,-20.14,-25.78,13978.00,1.21,22913.00,1363.00,0.97,594.50,0.27,1102.80,0.06,86.60,0.09,9.54,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:28:00,22.89,20.90,19.38,22.88,-1.94,55.71,24.20,24.20,0.90,1.40,25.40,25.70,4.60,5.90,6.08,6.24,-14.82,-14.32,0.00,-0.32,-21.36,-21.89,13978.00,1.21,22913.00,1363.00,0.96,594.50,0.74,1102.80,0.06,86.60,0.09,9.54,39.27,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:29:00,22.89,20.90,19.38,22.91,-1.97,55.30,24.00,24.10,0.70,1.40,25.40,25.60,4.30,5.70,6.08,6.03,-14.00,-13.30,0.31,-0.21,-19.52,-22.71,13978.00,1.21,22913.00,1363.00,0.97,594.50,0.74,1102.80,0.06,86.60,0.09,9.63,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:30:00,22.89,20.90,19.38,22.91,-1.94,56.59,24.20,24.20,0.90,1.50,25.60,25.80,4.40,5.80,5.77,6.13,-14.72,-14.42,0.10,-0.21,-19.22,-20.56,13978.00,1.21,22913.00,1363.00,0.97,594.50,0.24,1102.80,0.06,86.60,0.09,9.63,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:31:00,22.91,20.90,19.38,22.88,-1.97,55.69,24.10,24.00,0.80,1.40,25.50,25.60,4.40,5.80,5.98,6.24,-14.62,-13.81,0.10,-0.21,-19.32,-21.48,13978.00,1.21,22913.00,1363.10,0.97,594.50,0.23,1102.80,0.06,86.60,0.09,10.20,40.39,414.65,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:32:00,22.89,20.90,19.38,23.91,-1.99,56.96,24.10,24.10,0.80,1.40,25.40,25.60,4.40,5.70,5.98,6.13,-13.29,-12.69,0.10,-0.32,-19.83,-22.51,13978.00,1.21,22913.00,1363.10,0.97,594.50,0.23,1102.80,0.06,86.60,0.09,9.63,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:33:00,22.89,20.90,19.38,23.91,-1.94,56.35,24.10,24.00,0.70,1.40,25.40,25.60,4.40,5.70,5.87,6.13,-14.82,-14.32,0.10,0.00,-19.52,-21.48,13978.00,1.21,22913.00,1363.10,0.96,594.50,0.23,1102.80,0.06,86.60,0.09,9.63,39.29,391.70,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:34:00,22.89,20.90,19.38,22.91,-1.94,55.35,24.20,24.20,0.90,1.50,25.60,25.70,4.50,5.80,6.08,6.03,-15.23,-14.42,0.10,-0.32,-21.06,-20.97,13978.00,1.21,22913.00,1363.10,0.96,594.60,0.23,1102.80,0.06,86.60,0.09,9.63,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:35:00,22.89,20.90,19.38,23.91,-1.99,54.66,24.00,24.00,0.80,1.50,25.50,25.60,4.40,5.70,5.77,6.35,-14.52,-14.02,0.31,-0.32,-20.65,-22.20,13978.00,1.21,22913.00,1363.10,0.95,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.29,393.65,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:36:00,22.89,20.90,19.38,23.91,-1.94,54.54,24.10,24.00,0.80,1.40,25.40,25.60,4.40,5.70,5.87,5.61,-14.41,-14.02,0.10,0.00,-20.96,-21.48,13978.00,1.21,22913.00,1363.10,0.96,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:37:00,22.89,20.90,19.38,23.91,-1.94,55.03,24.20,24.20,0.90,1.50,25.50,25.80,4.50,5.80,5.66,6.45,-14.21,-13.50,0.31,-0.21,-18.30,-19.85,13978.00,1.21,22913.00,1363.20,0.96,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.27,391.70,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:38:00,22.89,20.90,19.18,23.91,-1.99,55.03,24.00,24.10,0.80,1.30,25.30,25.50,4.30,5.70,5.66,6.45,-13.70,-13.20,0.00,-0.21,-19.93,-24.04,13978.00,1.21,22913.00,1363.20,0.96,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.29,391.70,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:39:00,22.89,20.90,19.18,23.91,-1.92,54.40,24.00,24.10,0.70,1.40,25.40,25.70,4.50,5.90,5.77,6.13,-14.72,-14.12,0.00,-0.21,-20.44,-21.48,13978.00,1.21,22913.00,1363.20,0.97,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.29,393.65,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:40:00,22.89,20.90,19.18,23.91,-1.94,54.69,24.20,24.20,0.90,1.50,25.50,25.70,4.50,5.90,6.19,6.03,-14.52,-14.02,0.31,-0.21,-20.34,-21.48,13978.00,1.21,22913.00,1363.20,0.97,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:41:00,22.89,20.90,19.18,23.91,-1.99,54.79,24.00,24.00,0.70,1.40,25.40,25.60,4.30,5.70,6.19,6.35,-14.21,-13.91,0.52,-0.21,-20.34,-21.48,13978.00,1.21,22913.00,1363.20,0.97,594.60,0.23,1102.80,0.06,86.60,0.09,10.20,40.61,419.54,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:42:00,22.89,20.93,19.27,23.91,-1.97,55.20,24.00,24.00,0.80,1.40,25.40,25.60,4.40,5.70,6.40,5.82,-14.00,-13.61,0.10,-0.32,-21.77,-26.29,13978.00,1.21,22913.00,1363.20,0.97,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.27,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:43:00,22.89,20.90,19.27,23.91,-1.97,55.18,24.00,24.00,0.70,1.40,25.40,25.60,4.40,5.70,5.87,6.35,-14.52,-13.81,0.42,-0.21,-18.71,-19.95,13978.00,1.21,22913.00,1363.30,0.96,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:44:00,22.89,20.90,19.27,23.91,-1.99,54.32,24.00,24.00,0.70,1.40,25.40,25.60,4.40,5.70,5.77,6.03,-15.13,-14.94,0.52,-0.11,-17.79,-21.38,13978.00,1.21,22913.00,1363.30,0.96,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.27,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:45:00,22.91,20.90,19.27,23.93,-1.94,54.40,24.00,24.00,0.80,1.40,25.40,25.60,4.30,5.60,6.29,6.03,-14.00,-13.30,0.10,-0.32,-18.60,-19.64,13978.00,1.21,22913.00,1363.30,0.97,594.60,0.23,1102.80,0.06,86.60,0.09,9.54,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:46:00,22.89,20.90,19.27,23.91,-1.97,54.30,24.00,24.00,0.70,1.40,25.40,25.60,4.30,5.60,5.98,5.92,-14.62,-14.22,0.10,0.00,-19.22,-22.20,13978.00,1.21,22913.00,1363.30,0.97,594.60,0.23,1102.80,0.06,86.60,0.09,9.87,39.80,404.40,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:47:00,22.89,20.90,19.27,23.91,-1.94,54.35,24.10,24.00,0.70,1.40,25.40,25.60,4.30,5.60,5.77,6.35,-14.62,-13.71,0.10,-0.42,-18.81,-20.26,13978.00,1.21,22913.00,1363.30,0.97,594.60,0.74,1102.80,0.06,86.60,0.09,9.54,39.29,391.21,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
2018-04-02 00:48:00,22.89,20.90,19.27,23.91,-1.99,54.35,24.00,24.10,0.70,1.40,25.40,25.60,4.30,5.60,6.29,5.92,-14.31,-13.81,0.31,0.00,-21.47,-22.81,13978.00,1.21,22913.00,1363.30,0.97,594.60,0.67,1102.80,0.06,86.60,0.09,9.54,39.27,391.70,20.90,21.93,8.67,47.40,460.07,10.42,45.23,438.10,4.91,3.92,-1.05,-2.43,24.50,25.40,5.80,6.40,0.30,0.23,-0.06,-0.15,8.97
